name,country,region,population
Balarabe Shehu Kakale,Nigeria,WESTERN AFRICA,223.8
Dauda Kako Are,Nigeria,WESTERN AFRICA,223.8
Onwuka Kalu,Nigeria,WESTERN AFRICA,223.8
Idris Garba Kareka,Nigeria,WESTERN AFRICA,223.8
Ayodeji Karim,Nigeria,WESTERN AFRICA,223.8
Mariam Yalwaji Katagum,Nigeria,WESTERN AFRICA,223.8
Khalil Halilu,Nigeria,WESTERN AFRICA,223.8
Kingsley Kuku,Nigeria,WESTERN AFRICA,223.8
Ibrahim Aminu Kurami,Nigeria,WESTERN AFRICA,223.8
Abdulkadir Kure,Nigeria,WESTERN AFRICA,223.8
Ahmed Kusamotu,Nigeria,WESTERN AFRICA,223.8
Isaac Kwallu,Nigeria,WESTERN AFRICA,223.8
Michael Kwanashie,Nigeria,WESTERN AFRICA,223.8
Abba Kyari,Nigeria,WESTERN AFRICA,223.8
Titilayo Laoye-Tomori,Nigeria,WESTERN AFRICA,223.8
Albert Legogie,Nigeria,WESTERN AFRICA,223.8
Salisu Abubakar Maikasuwa,Nigeria,WESTERN AFRICA,223.8
Khamisu Ahmed Mailantarki,Nigeria,WESTERN AFRICA,223.8
Ibrahim Makama Misau,Nigeria,WESTERN AFRICA,223.8
Ahmed Marafa,Nigeria,WESTERN AFRICA,223.8
Badiyya Hassan Mashi,Nigeria,WESTERN AFRICA,223.8
Louis Mbanefo,Nigeria,WESTERN AFRICA,223.8
Sebastian Okechukwu Mezu,Nigeria,WESTERN AFRICA,223.8
Zubby Michael,Nigeria,WESTERN AFRICA,223.8
Mohammed Sani Idriss,Nigeria,WESTERN AFRICA,223.8
Danladi Mohammed,Nigeria,WESTERN AFRICA,223.8
Janet Nwadiogo Mokelu,Nigeria,WESTERN AFRICA,223.8
Fati Muhammad,Nigeria,WESTERN AFRICA,223.8
Sunusi Musa,Nigeria,WESTERN AFRICA,223.8
Saliu Mustapha,Nigeria,WESTERN AFRICA,223.8
Umar Namadi,Nigeria,WESTERN AFRICA,223.8
Muhammad Mamman Nami,Nigeria,WESTERN AFRICA,223.8
Ajuri Ngelale,Nigeria,WESTERN AFRICA,223.8
Suleiman Oba Nimota,Nigeria,WESTERN AFRICA,223.8
Uchechukwu Nnam-Obi,Nigeria,WESTERN AFRICA,223.8
Frank Nneji,Nigeria,WESTERN AFRICA,223.8
Justin Nnorom,Nigeria,WESTERN AFRICA,223.8
Blessing Nwagba,Nigeria,WESTERN AFRICA,223.8
Dozie Nwankwo,Nigeria,WESTERN AFRICA,223.8
Nnia Nwodo,Nigeria,WESTERN AFRICA,223.8
Oba C. D. Akran,Nigeria,WESTERN AFRICA,223.8
Patrick Obahiagbon,Nigeria,WESTERN AFRICA,223.8
Gaius Obaseki,Nigeria,WESTERN AFRICA,223.8
Peter Odey,Nigeria,WESTERN AFRICA,223.8
Bernard Odoh,Nigeria,WESTERN AFRICA,223.8
Godwin Ogbaga,Nigeria,WESTERN AFRICA,223.8
Chigozie Ogbu,Nigeria,WESTERN AFRICA,223.8
Osita Ogbu,Nigeria,WESTERN AFRICA,223.8
Chris Ogiemwonyi,Nigeria,WESTERN AFRICA,223.8
Clem Ohameze,Nigeria,WESTERN AFRICA,223.8
Abubakar Sadiku Ohere,Nigeria,WESTERN AFRICA,223.8
Sinatu Ojikutu,Nigeria,WESTERN AFRICA,223.8
Edward Ikem Okeke,Nigeria,WESTERN AFRICA,223.8
J. O. J. Okezie,Nigeria,WESTERN AFRICA,223.8
Kenneth Okonkwo,Nigeria,WESTERN AFRICA,223.8
Daniel Okungbowa,Nigeria,WESTERN AFRICA,223.8
Doyin Okupe,Nigeria,WESTERN AFRICA,223.8
Samson Okwu,Nigeria,WESTERN AFRICA,223.8
Alabi Hassan Olajoku,Nigeria,WESTERN AFRICA,223.8
Ali Olanusi,Nigeria,WESTERN AFRICA,223.8
Raheem Olawuyi,Nigeria,WESTERN AFRICA,223.8
Funmilayo Olayinka,Nigeria,WESTERN AFRICA,223.8
Folake Olunloyo,Nigeria,WESTERN AFRICA,223.8
Evelyn Omavowan Oboro,Nigeria,WESTERN AFRICA,223.8
Adedayo Omolafe,Nigeria,WESTERN AFRICA,223.8
Emmanuel Onwe,Nigeria,WESTERN AFRICA,223.8
D. K. Onwenu,Nigeria,WESTERN AFRICA,223.8
Nkeiruka Onyejeocha,Nigeria,WESTERN AFRICA,223.8
Wenike Opurum Briggs,Nigeria,WESTERN AFRICA,223.8
Kayode Otitoju,Nigeria,WESTERN AFRICA,223.8
Luqman Oyebisi Ilaka,Nigeria,WESTERN AFRICA,223.8
Gboyega Oyetola,Nigeria,WESTERN AFRICA,223.8
Amal Pepple,Nigeria,WESTERN AFRICA,223.8
Prince B.B Apugo,Nigeria,WESTERN AFRICA,223.8
Dikko Umar Radda,Nigeria,WESTERN AFRICA,223.8
Gbadebo Rhodes-Vivour,Nigeria,WESTERN AFRICA,223.8
Rufai Hanga,Nigeria,WESTERN AFRICA,223.8
Saheed Popoola,Nigeria,WESTERN AFRICA,223.8
Iziaq Adekunle Salako,Nigeria,WESTERN AFRICA,223.8
Bamidele Salam,Nigeria,WESTERN AFRICA,223.8
Thompson Salubi,Nigeria,WESTERN AFRICA,223.8
Yabagi Sani,Nigeria,WESTERN AFRICA,223.8
Sanusi Ohiare,Nigeria,WESTERN AFRICA,223.8
Olusola Saraki,Nigeria,WESTERN AFRICA,223.8
Mamman Shata,Nigeria,WESTERN AFRICA,223.8
Garba Shehu,Nigeria,WESTERN AFRICA,223.8
Mustapha Baba Shehuri,Nigeria,WESTERN AFRICA,223.8
Terhemba Shija,Nigeria,WESTERN AFRICA,223.8
Moses Shipi,Nigeria,WESTERN AFRICA,223.8
Kunle Soname,Nigeria,WESTERN AFRICA,223.8
Otunba Fatai Sowemimo,Nigeria,WESTERN AFRICA,223.8
Omoyele Sowore treason charges,Nigeria,WESTERN AFRICA,223.8
Olaokun Soyinka,Nigeria,WESTERN AFRICA,223.8
Abubakar Y. Suleiman,Nigeria,WESTERN AFRICA,223.8
Sunday Cyriacus Umeha,Nigeria,WESTERN AFRICA,223.8
Nkiru Sylvanus,Nigeria,WESTERN AFRICA,223.8
Ibrahim Tahir,Nigeria,WESTERN AFRICA,223.8
Oshodi Tapa,Nigeria,WESTERN AFRICA,223.8
Tomiwa Aladekomo,Nigeria,WESTERN AFRICA,223.8
Bridget Twar,Nigeria,WESTERN AFRICA,223.8
Titus Uba,Nigeria,WESTERN AFRICA,223.8
Ifeanyi Uchendu,Nigeria,WESTERN AFRICA,223.8
S. K. E. Udeh-Okoye,Nigeria,WESTERN AFRICA,223.8
Charles Udoh,Nigeria,WESTERN AFRICA,223.8
Bob-Manuel Udokwu,Nigeria,WESTERN AFRICA,223.8
Ugorji Okechuwu Ugorji,Nigeria,WESTERN AFRICA,223.8
Laz Unaogu,Nigeria,WESTERN AFRICA,223.8
Usman Bello Kumo,Nigeria,WESTERN AFRICA,223.8
Mariatu Bala Usman,Nigeria,WESTERN AFRICA,223.8
Musa Usman,Nigeria,WESTERN AFRICA,223.8
Maryam Uwais,Nigeria,WESTERN AFRICA,223.8
Ebikabowei Victor-Ben,Nigeria,WESTERN AFRICA,223.8
Adolphus Wabara,Nigeria,WESTERN AFRICA,223.8
Francis E. Waive,Nigeria,WESTERN AFRICA,223.8
Wale Oladipo,Nigeria,WESTERN AFRICA,223.8
Ezekiel Warigbani,Nigeria,WESTERN AFRICA,223.8
John Wash Pam,Nigeria,WESTERN AFRICA,223.8
Abdullahi Wuse,Nigeria,WESTERN AFRICA,223.8
Yahaya Madawaki,Nigeria,WESTERN AFRICA,223.8
Yusuf Buba Yakub,Nigeria,WESTERN AFRICA,223.8
Yakubu Umar Barde,Nigeria,WESTERN AFRICA,223.8
Binos Dauda Yaroe,Nigeria,WESTERN AFRICA,223.8
Saleh Shehu Yipmong,Nigeria,WESTERN AFRICA,223.8
Yusuf Adamu Gagdi,Nigeria,WESTERN AFRICA,223.8
Amina Zakari,Nigeria,WESTERN AFRICA,223.8
Mohamed Akotey,Niger,WESTERN AFRICA,27.2
Oumar Ba,Niger,WESTERN AFRICA,27.2
Alidou Barkire,Niger,WESTERN AFRICA,27.2
Boubacar Hama Beidi,Niger,WESTERN AFRICA,27.2
Mano Dayak,Niger,WESTERN AFRICA,27.2
Moussa Moumouni Djermakoye,Niger,WESTERN AFRICA,27.2
Abdoulkarim Goukoye,Niger,WESTERN AFRICA,27.2
Marcel Inné,Niger,WESTERN AFRICA,27.2
Souleymane Ly,Niger,WESTERN AFRICA,27.2
Mohamadou Djibrilla Maïga,Niger,WESTERN AFRICA,27.2
Sa'adatu Kolo,Niger,WESTERN AFRICA,27.2
Issoufou Saidou-Djermakoye,Niger,WESTERN AFRICA,27.2
Issoufou Sidibé,Niger,WESTERN AFRICA,27.2
Yacouba Sido,Niger,WESTERN AFRICA,27.2
Sadou Soloké,Niger,WESTERN AFRICA,27.2
Saloum Traoré,Niger,WESTERN AFRICA,27.2
Djibo Yacouba,Niger,WESTERN AFRICA,27.2
Einar Thambarskelfir,Norway,NORTHERN EUROPE,5.5
Salim bin Nasir bin Said Al Aufi,Oman,WESTERN ASIA,5.0
Saud bin Hamoud bin Ahmed Al Habsi,Oman,WESTERN ASIA,5.0
Saeed bin Hamoud bin Saeed al Maawali,Oman,WESTERN ASIA,5.0
Salem bin Mohammed Al Mahrouqi,Oman,WESTERN ASIA,5.0
Mohammed bin Said bin Khalfan Al Mamari,Oman,WESTERN ASIA,5.0
Said bin Mohammed bin Ahmed Al Saqri,Oman,WESTERN ASIA,5.0
Qais Mohammed Al Yousef,Oman,WESTERN ASIA,5.0
Khalfan bin Saeed bin Mubarak al-Shueili,Oman,WESTERN ASIA,5.0
Yusuf bin Alawi bin Abdullah,Oman,WESTERN ASIA,5.0
Asa'ad bin Tariq,Oman,WESTERN ASIA,5.0
Mahad Said Baawain,Oman,WESTERN ASIA,5.0
Khalid bin Hilal Al Busaidi,Oman,WESTERN ASIA,5.0
Malek Bin Sulaiman Al Ma'amari,Oman,WESTERN ASIA,5.0
Khalid Al Mawali,Oman,WESTERN ASIA,5.0
Moosa AbdulRahman Hassan,Oman,WESTERN ASIA,5.0
Abdullah Al Saidi,Oman,WESTERN ASIA,5.0
Hilal Al Sarmi,Oman,WESTERN ASIA,5.0
Shihab bin Tariq,Oman,WESTERN ASIA,5.0
Sultan bin Salem al-Habsi,Oman,WESTERN ASIA,5.0
Taimur bin Asa'ad,Oman,WESTERN ASIA,5.0
Fahr bin Taimur,Oman,WESTERN ASIA,5.0
Abdul Gani (soldier),Pakistan,SOUTH ASIA,240.5
Mufti Abdullah,Pakistan,SOUTH ASIA,240.5
Jamil Ahmed,Pakistan,SOUTH ASIA,240.5
Kamruddin Ahmed,Pakistan,SOUTH ASIA,240.5
Ali Gul Sangi,Pakistan,SOUTH ASIA,240.5
Qazi Khalid Ali,Pakistan,SOUTH ASIA,240.5
Master Taj-ud-Din Ansari,Pakistan,SOUTH ASIA,240.5
Ashab Uddin Ahmad,Pakistan,SOUTH ASIA,240.5
Ghulam Mohammed Baloch,Pakistan,SOUTH ASIA,240.5
Shah Nawaz Bhutto,Pakistan,SOUTH ASIA,240.5
Syed Ata-ul-Muhaimin Bukhari,Pakistan,SOUTH ASIA,240.5
Chaudhry Abdul Rehman Khan,Pakistan,SOUTH ASIA,240.5
Dewan Taimur Raja Chowdhury,Pakistan,SOUTH ASIA,240.5
Mafiz Ali Chowdhury,Pakistan,SOUTH ASIA,240.5
Moinuddin Ahmed Chowdhury,Pakistan,SOUTH ASIA,240.5
Zahur Ahmad Chowdhury,Pakistan,SOUTH ASIA,240.5
Nazo Dharejo,Pakistan,SOUTH ASIA,240.5
Abdul Ghafoor Khan Durrani,Pakistan,SOUTH ASIA,240.5
Zulfiqar Halepoto,Pakistan,SOUTH ASIA,240.5
Syed Shamsul Hasan,Pakistan,SOUTH ASIA,240.5
Anwar Ali Hyder,Pakistan,SOUTH ASIA,240.5
Muhammad Ishaq Khattak,Pakistan,SOUTH ASIA,240.5
Mufti Jafar Hussain,Pakistan,SOUTH ASIA,240.5
Ahmed E. H. Jaffer,Pakistan,SOUTH ASIA,240.5
Mehrumal Jagwani,Pakistan,SOUTH ASIA,240.5
Rustam Jamali,Pakistan,SOUTH ASIA,240.5
Hyder Bux Jatoi,Pakistan,SOUTH ASIA,240.5
Hamid Javaid,Pakistan,SOUTH ASIA,240.5
Jamal Kakakhel,Pakistan,SOUTH ASIA,240.5
Mian Muhibullah Kakakhel,Pakistan,SOUTH ASIA,240.5
Niat Qabool Hayat Kakakhel,Pakistan,SOUTH ASIA,240.5
Syed Kamal,Pakistan,SOUTH ASIA,240.5
Kazi Abdul Kader,Pakistan,SOUTH ASIA,240.5
Amir Habibullah Khan Saadi,Pakistan,SOUTH ASIA,240.5
Khan Muhammad Khan,Pakistan,SOUTH ASIA,240.5
Malik Allahyar Khan,Pakistan,SOUTH ASIA,240.5
Omar Asghar Khan,Pakistan,SOUTH ASIA,240.5
Rana Khudadad Khan,Pakistan,SOUTH ASIA,240.5
Rao Muhammad Afzal Khan,Pakistan,SOUTH ASIA,240.5
Mohammad Aslam Khan (Pakistan Peoples Party politician),Pakistan,SOUTH ASIA,240.5
Tufail Ahmad Khan,Pakistan,SOUTH ASIA,240.5
Wajih-uz-Zaman Khan,Pakistan,SOUTH ASIA,240.5
Shahal Khan Khoso,Pakistan,SOUTH ASIA,240.5
Mir Dariya Khan Khoso,Pakistan,SOUTH ASIA,240.5
Naseer Khan Khoso,Pakistan,SOUTH ASIA,240.5
Zahoor Hussain Khoso,Pakistan,SOUTH ASIA,240.5
Mumtaz Hasan Kizilbash,Pakistan,SOUTH ASIA,240.5
Abdul Aziz Kurd,Pakistan,SOUTH ASIA,240.5
Dodo Maheri,Pakistan,SOUTH ASIA,240.5
Fakir Abdul Mannan,Pakistan,SOUTH ASIA,240.5
Khalid Mansoor,Pakistan,SOUTH ASIA,240.5
Balach Marri,Pakistan,SOUTH ASIA,240.5
Sheikh Manzar Masaud,Pakistan,SOUTH ASIA,240.5
Inayatullah Khan Mashriqi,Pakistan,SOUTH ASIA,240.5
Ali Khan Masood,Pakistan,SOUTH ASIA,240.5
Maulana Bashir Ahmad Sialvi,Pakistan,SOUTH ASIA,240.5
Salim Jan Khan Mazari,Pakistan,SOUTH ASIA,240.5
Tofazzal Hossain Manik Miah,Pakistan,SOUTH ASIA,240.5
Mir Hasem Ali,Pakistan,SOUTH ASIA,240.5
Muhammad Aslam Butt,Pakistan,SOUTH ASIA,240.5
Nepal Nag,Pakistan,SOUTH ASIA,240.5
Syed Sajid Ali Naqvi,Pakistan,SOUTH ASIA,240.5
Syed Nazrul Islam,Pakistan,SOUTH ASIA,240.5
Haji Omar,Pakistan,SOUTH ASIA,240.5
Saifullah Khan Paracha,Pakistan,SOUTH ASIA,240.5
Habib ur Rahman (Indian National Army officer),Pakistan,SOUTH ASIA,240.5
Sheikh Tariq Rasheed,Pakistan,SOUTH ASIA,240.5
Chaudhry Muhammad Riaz,Pakistan,SOUTH ASIA,240.5
Syed Ali Qutab Shah Rizvi,Pakistan,SOUTH ASIA,240.5
Syed Nasir Ali Rizvi,Pakistan,SOUTH ASIA,240.5
Hafiz Saeed,Pakistan,SOUTH ASIA,240.5
Sagheer Ahmad,Pakistan,SOUTH ASIA,240.5
Muhammad Saifullah,Pakistan,SOUTH ASIA,240.5
Saleem Khursheed Khokhar,Pakistan,SOUTH ASIA,240.5
Pir Syed Mohammad Yaqoob Shah,Pakistan,SOUTH ASIA,240.5
Zulfiqar Shah,Pakistan,SOUTH ASIA,240.5
Mian Muhammad Shahnawaz,Pakistan,SOUTH ASIA,240.5
Nawab Muhammad Khan Shahwani,Pakistan,SOUTH ASIA,240.5
Shaikh Abdul Majeed Sindhi,Pakistan,SOUTH ASIA,240.5
Shamsul Huq,Pakistan,SOUTH ASIA,240.5
Khwaja Qamar ul Din Sialvi,Pakistan,SOUTH ASIA,240.5
Moni Singh,Pakistan,SOUTH ASIA,240.5
Seth Sukhdev,Pakistan,SOUTH ASIA,240.5
Riffat Akbar Swati,Pakistan,SOUTH ASIA,240.5
Syed Muhammad Dehlavi,Pakistan,SOUTH ASIA,240.5
Habibullah Khan Tarin,Pakistan,SOUTH ASIA,240.5
Mir Thebo,Pakistan,SOUTH ASIA,240.5
Mohammad Toaha,Pakistan,SOUTH ASIA,240.5
Zille Huma Usman,Pakistan,SOUTH ASIA,240.5
Fazaldad Wahla,Pakistan,SOUTH ASIA,240.5
Kh. Abdul Samad Wani,Pakistan,SOUTH ASIA,240.5
Mohammed Yahya,Pakistan,SOUTH ASIA,240.5
Jahan Zeb of Swat,Pakistan,SOUTH ASIA,240.5
Ubaidur Rahman Zia,Pakistan,SOUTH ASIA,240.5
Abdelrahman al-Dajani,Palestinian Territory,WESTERN ASIA,5.5
Ziad Abu Ein,Palestinian Territory,WESTERN ASIA,5.5
Abu Omar Hassan,Palestinian Territory,WESTERN ASIA,5.5
Ibrahim Abu-Lughod,Palestinian Territory,WESTERN ASIA,5.5
Abdul-Ghani Al-Karmi,Palestinian Territory,WESTERN ASIA,5.5
Hossam Arafat (politician),Palestinian Territory,WESTERN ASIA,5.5
Salah al-Bardawil,Palestinian Territory,WESTERN ASIA,5.5
Mohammad Barghouti,Palestinian Territory,WESTERN ASIA,5.5
Omar Barghouti,Palestinian Territory,WESTERN ASIA,5.5
Fouad Bseiso,Palestinian Territory,WESTERN ASIA,5.5
Aref al-Dajani,Palestinian Territory,WESTERN ASIA,5.5
Ahmad Agha Duzdar,Palestinian Territory,WESTERN ASIA,5.5
Samir Abu Eisheh,Palestinian Territory,WESTERN ASIA,5.5
Faidi al-Alami,Palestinian Territory,WESTERN ASIA,5.5
Sulayman Al-Taji Faruqi,Palestinian Territory,WESTERN ASIA,5.5
Zaki al-Ghul,Palestinian Territory,WESTERN ASIA,5.5
Fadi al-Hadami,Palestinian Territory,WESTERN ASIA,5.5
Amin Abd al-Hadi,Palestinian Territory,WESTERN ASIA,5.5
Ghazi Hamad,Palestinian Territory,WESTERN ASIA,5.5
Osama Hamdan,Palestinian Territory,WESTERN ASIA,5.5
Hajj Essa Hamed,Palestinian Territory,WESTERN ASIA,5.5
Yahya Hammuda,Palestinian Territory,WESTERN ASIA,5.5
Muhammad Nimr al-Hawari,Palestinian Territory,WESTERN ASIA,5.5
Ahmed Hilmi Pasha,Palestinian Territory,WESTERN ASIA,5.5
Musa al-Husayni,Palestinian Territory,WESTERN ASIA,5.5
Salim al-Husayni,Palestinian Territory,WESTERN ASIA,5.5
Amin al-Husseini,Palestinian Territory,WESTERN ASIA,5.5
Jamil Mezher,Palestinian Territory,WESTERN ASIA,5.5
Ramiz Jaraisy,Palestinian Territory,WESTERN ASIA,5.5
Hussam ad-Din Jarallah,Palestinian Territory,WESTERN ASIA,5.5
Majdi Khaldi,Palestinian Territory,WESTERN ASIA,5.5
Khaled Aref,Palestinian Territory,WESTERN ASIA,5.5
Ahmed Khalidi,Palestinian Territory,WESTERN ASIA,5.5
Ruhi Khalidi,Palestinian Territory,WESTERN ASIA,5.5
Majdi al-Saleh,Palestinian Territory,WESTERN ASIA,5.5
Osama Mazini,Palestinian Territory,WESTERN ASIA,5.5
Isra al-Modallal,Palestinian Territory,WESTERN ASIA,5.5
Walid Muaqqat,Palestinian Territory,WESTERN ASIA,5.5
Musa Faidi al-Alami,Palestinian Territory,WESTERN ASIA,5.5
Raghib al-Nashashibi,Palestinian Territory,WESTERN ASIA,5.5
Ibrahim Nassar,Palestinian Territory,WESTERN ASIA,5.5
Nizar Awadallah,Palestinian Territory,WESTERN ASIA,5.5
Abdel Hafiz Nofal,Palestinian Territory,WESTERN ASIA,5.5
Osama Al Saadawi,Palestinian Territory,WESTERN ASIA,5.5
Abd al-Sattar Qasim,Palestinian Territory,WESTERN ASIA,5.5
Wajeeh Qassim,Palestinian Territory,WESTERN ASIA,5.5
Jibril Rajoub,Palestinian Territory,WESTERN ASIA,5.5
Abdullah Rimawi,Palestinian Territory,WESTERN ASIA,5.5
Kassim Rimawi,Palestinian Territory,WESTERN ASIA,5.5
Nabil Abu Rudeineh,Palestinian Territory,WESTERN ASIA,5.5
Raed Salah,Palestinian Territory,WESTERN ASIA,5.5
Azzam Shawwa,Palestinian Territory,WESTERN ASIA,5.5
Mohammad Shtayyeh,Palestinian Territory,WESTERN ASIA,5.5
Ahmad Shukeiri,Palestinian Territory,WESTERN ASIA,5.5
As'ad Shukeiri,Palestinian Territory,WESTERN ASIA,5.5
Hikmat Zaid,Palestinian Territory,WESTERN ASIA,5.5
